ST YORRE;FRPK70
STE ADRESSE;FRPD40
STE MAXIME -MERMOZ;FRPD41
STE MAXIME -PRECONIL;FRPD42
STE SIGOLENE;FRPATS
SURESNES -FERRY;FRPK75
SURESNES -VERDUN;FRPK76
TARBES -CLAVERIE;FRPJ17
TARBES -LACAUSSADE;FRPCGG
TARNOS -G.PHILIPPE;FRPCGH
TARTAS;FRPCGI
TAVERNY;FRPD45
TENCE;FRPK80
TERDEGHEM;FRPK81
TERRASSON;FRPCG9
TETEGHEM;FRPK83
THEIX;FRPK85
THIBERVILLE;FRPD46
THIMERT GATELLES;FRPK87
THIONVILLE;FRPAM2
THIVIERS -DE GAULLE;FRPD48
THONES;FRPK88
THONON LES B -FERRY;FRPS12
THONON LES B -MORCY;FRPK89
THORIGNE FOUILLARD;FRPX92
THUMERIES;FRPCDB
TINCHEBRAY;FRPD50
TOULON;FRPAGC
TOULOUSE -COMPANS;FRPV97
TOULOUSE -JOLIMONT;FRPK94
TOULOUSE -L'HERS;FRPYIP
TOULOUSE -LOMBEZ;FRPK95
TOULOUSE -SEYSSES;FRPD54
TOULOUSE -ST MICH 11;FRPK96
TOURCOING;FRPK98
TOURGEVILLE;FRPD55
TOURNEFEUILLE;FRPD56
TOURNON S/RHONE;FRPL01
TOURNUS -RESISTANCE;FRPL04
TOURS -FONTAINES;FRPASK
TOURS -LA RICHE;FRPL07
TOURS -TONNELE;FRPCG8
TREMBLAY EN FRANCE;FRPD59
TRETS;FRPAP1
TREVOUX;FRPL10
TRILPORT;FRPL11
TRITH ST LEGER;FRPL12
TULLINS;FRPL13
UGINE;FRPC67
UNIEUX;FRPL14
URT;FRPCGJ
VAIRES S/MARNE;FRPL16
VALBONNE;FRPAQX
VALENCE S/BAISE;FRPCGK
VALENCIENNES;FRPAVG
VALENTON -2;FRPD65
VALOGNES;FRPL18
VANNES -TOHANNIC;FRPL21
VANVES;FRPL22
VARENNES S/ALLIER;FRPX05
VATAN;FRPL23
VAUVERT;FRPD68
VAUX LE PENIL;FRPASC
VEAUCHE;FRPL25
VELIZY -DE GAULLE;FRPL26
VENDIN LES BETHUNE;FRPL27
VENDOME -ST OUEN;FRPL28
VERNEUIL S/A-PT ROUG;FRPPM4
VERNOUILLET;FRPL31
VERRIERES LE BUISSON;FRPL32
VERSAILLES;FRPL34
VERTON;FRPAHG
VERTUS;FRPBBB
VERVINS;FRPL37
VIARMES;FRPL38
VIC EN BIGORRE;FRPD70
VIC FEZENSAC;FRPD71
VIENNE;FRPD73
VIERZON -FORGES;FRPD74
VIERZON -REPUBLIQUE;FRPBB1
VILLEFRANCHE S/SAONE;FRPAM7
VILLENEUVE D'ASCQ;FRPL42
VILLENEUVE DE MARSAN;FRPCGL
VILLENEUVE L'ARCHEVE;FRPD75
VILLENEUVE LES AVIGN;FRPAKF
VILLENEUVE LES BEZIE;FRPAEV
VILLEPREUX;FRPL44
VILLERS BOCAGE -14;FRPL46
VILLERS BOCAGE -80;FRPL47
VILLERS COTT -LECLER;FRPAIQ
VILLERS S/S ST LEU;FRPL45
VILLEURBANNE;FRPL49
VILLEURBANNE -GD CLE;FRPAFW
VILLEVIEILLE;FRPAFT
VIMOUTIERS;FRPZ98
VINCENNES;FRPL51
VINON S/VERDON;FRPZ63
VIRE -DOUITEE;FRPCFI
VITRY -VIA BELLA;FRPAM4
VITTEL;FRPD77
VIZILLE;FRPL53
VOIRON -COLOMBIER;FRPL55
VOISINS LE BRETONNEU;FRPL56
VONNAS;FRPL57
VOUZIERS;FRPL58
VOVES -LOIGNY;FRPAWN
WAVRIN;FRPAVT
WIMILLE;FRPAJQ
WINGLES -MEURCHIN;FRPL63
WITRY LES REIMS;FRPL65
YENNE;FRPAH5
YUTZ;FRPL67
YZEURE -2;FRPAEU
